respondent_id,age,gender,country,education_level,employment_status,industry,job_role_level,work_experience_years,income_bracket,household_dependents,perceived_automation_risk,role_partially_automated,pct_tasks_automatable,ai_awareness,enrolled_reskilling,learning_platform,upskilling_hours_per_week,willingness_to_reskill,biggest_barrier,preferred_learning_mode,top_skill_pursued,reskilling_awareness_source,employer_provides_reskilling,govt_reskilling_subsidies,satisfaction_employer_ld,would_switch_for_reskilling,career_confidence_5yr,career_anxiety,accept_lower_pay_futureproof,expected_role_change_timeline,successful_reskill_transition,automation_vulnerability_idx,reskilling_engagement_score,support_ecosystem_score,anxiety_to_action_ratio,income_reskilling_gap,future_readiness_idx
R08829,23,Male,India,Bachelor's,Student,Construction/Real Estate,Entry-level,2,₹6-12L,0.0,3,No,41-60%,4,No,None,0.0,3,Family Responsibilities,Online Self-paced,None,Social Media,No,Yes,3,Yes,4,3,Yes,5,Yes,0.35,0.125,0.475,3.704,At-Risk Low Earner,0.642
R08830,45,Female,UK,Bachelor's,Full-time Employed,Agriculture,Senior,24,£50-80K,3.0,2,No,61-80%,3,No,None,1.8,3,Family Responsibilities,Online Instructor-led,Soft Skills/Leadership,Government Campaign,No,Yes,2,Yes,3,4,No,6,No,0.31,0.352,0.387,2.072,Complacent High Earner,0.525
R08831,31,Male,India,Bachelor's,Full-time Employed,Manufacturing,Mid-level,8,₹6-12L,3.0,3,Yes,21-40%,3,No,None,1.4,4,Lack of Awareness,Hybrid,Soft Skills/Leadership,Peers/Network,No,No,4,No,4,2,No,5,No,0.59,0.408,0.262,0.598,At-Risk Low Earner,0.729
R08832,49,Non-Binary,India,Master's,Full-time Employed,Manufacturing,Senior,22,₹25-50L,2.0,4,No,61-80%,3,Yes,Coursera,2.3,5,Lack of Awareness,Peer Learning/Mentorship,Cybersecurity,Peers/Network,No,Yes,4,No,3,4,Yes,4,No,0.51,0.734,0.562,1.008,Complacent High Earner,0.733
R08833,30,Female,UAE,Bachelor's,Full-time Employed,Technology/IT,Mid-level,7,AED 60-120K,2.0,2,Yes,41-60%,5,No,None,0.0,2,Time,Online Self-paced,None,Peers/Network,No,Yes,3,No,1,5,No,7,Yes,0.55,0.062,0.475,10.0,At-Risk Low Earner,0.221
R08834,29,Male,Nigeria,Bachelor's,Full-time Employed,Energy/Utilities,Entry-level,5,₦4-8M,3.0,4,No,41-60%,4,Yes,Bootcamp,3.3,3,Family Responsibilities,Online Self-paced,Cloud Computing,News/Media,No,No,1,No,4,3,No,5,No,0.45,0.624,0.0,0.789,At-Risk Low Earner,0.642
R08835,33,Female,USA,Master's,Full-time Employed,Technology/IT,Mid-level,15,$25-50K,1.0,3,No,41-60%,3,Yes,Company Internal LMS,1.9,3,Time,Online Self-paced,Digital Marketing,Government Campaign,No,Yes,3,Yes,3,3,Yes,4,Yes,0.35,0.603,0.475,0.816,At-Risk Low Earner,0.558
R08836,34,Female,South Africa,Master's,Unemployed - Seeking,Energy/Utilities,Senior,11,R200-400K,2.0,2,No,0-20%,3,Yes,Udemy,1.7,3,Cost,In-person Classroom,Cybersecurity,Self-Research,No,No,1,No,3,3,No,13,No,0.13,0.6,0.0,0.82,At-Risk Low Earner,0.408
R08837,29,Female,Brazil,Bachelor's,Full-time Employed,Technology/IT,Senior,8,R$40-80K,1.0,4,No,21-40%,4,No,None,0.0,4,No Relevant Programs,Hybrid,None,Peers/Network,No,Unsure,4,Yes,4,4,No,1,No,0.39,0.188,0.412,3.788,At-Risk Low Earner,0.796
R08838,33,Male,Japan,High School/Diploma,Unemployed - Seeking,Healthcare,Mid-level,11,>¥20M,2.0,2,No,0-20%,2,No,None,0.0,4,Family Responsibilities,Hybrid,None,Self-Research,No,Yes,4,Yes,2,3,No,7,Yes,0.13,0.188,0.562,2.525,Complacent High Earner,0.496
R08839,28,Male,India,High School/Diploma,Unemployed - Seeking,Education,Mid-level,3,₹3-6L,3.0,4,Yes,61-80%,3,Yes,Government Program,3.9,3,Cost,Online Instructor-led,Project Management,News/Media,No,Yes,2,No,3,5,No,4,Yes,0.81,0.634,0.387,1.553,At-Risk Low Earner,0.558
R08840,27,Non-Binary,USA,Master's,Part-time Employed,Retail/E-commerce,Mid-level,4,>$200K,2.0,2,Yes,0-20%,3,No,None,0.0,3,No Relevant Programs,Hybrid,None,Social Media,No,No,2,Yes,3,4,No,6,No,0.43,0.125,0.088,5.556,Complacent High Earner,0.525
R08841,31,Non-Binary,USA,Below High School,Unemployed - Seeking,Agriculture,Mid-level,11,$75-120K,0.0,2,No,0-20%,4,No,None,0.0,3,Family Responsibilities,Online Instructor-led,None,Self-Research,No,No,1,Yes,2,2,No,8,No,0.13,0.125,0.0,1.852,Complacent High Earner,0.392
R08842,23,Male,India,High School/Diploma,Student,Agriculture,Entry-level,3,₹6-12L,2.0,3,No,41-60%,2,Yes,edX,7.9,3,Family Responsibilities,Hybrid,Digital Marketing,Peers/Network,No,Unsure,2,No,5,2,Yes,7,No,0.35,0.694,0.238,0.355,Striving Upskiller,0.708
R08843,27,Male,Nigeria,Below High School,Self-employed/Freelancer,Government/Public Sector,Mid-level,7,₦1.5-4M,0.0,5,Yes,61-80%,2,No,None,0.0,4,Cost,Online Self-paced,None,Social Media,No,Yes,3,No,4,3,No,3,No,0.91,0.188,0.475,2.525,At-Risk Low Earner,0.762
R08844,41,Male,Australia,Master's,Full-time Employed,Education,Senior,20,A$100-160K,3.0,4,Yes,41-60%,4,No,Coursera,0.0,3,Employer Doesn't Support,Hybrid,None,Self-Research,No,Yes,3,No,2,4,No,6,No,0.75,0.125,0.475,5.556,Complacent High Earner,0.425
R08845,42,Male,Japan,Bachelor's,Student,Energy/Utilities,Entry-level,19,¥3-5M,1.0,2,No,21-40%,3,No,None,0.0,4,Lack of Awareness,On-the-job Training,None,Peers/Network,No,Unsure,1,Yes,3,3,No,8,Yes,0.19,0.188,0.15,2.525,At-Risk Low Earner,0.579
R08846,39,Male,Nigeria,High School/Diploma,Self-employed/Freelancer,Agriculture,Executive/C-suite,14,₦4-8M,3.0,2,No,0-20%,3,No,Bootcamp,0.0,4,No Relevant Programs,Peer Learning/Mentorship,None,Government Campaign,No,No,2,No,3,4,No,9,No,0.13,0.188,0.088,3.788,At-Risk Low Earner,0.562
R08847,24,Male,Australia,Master's,Full-time Employed,Logistics/Supply Chain,Mid-level,4,,0.0,3,No,21-40%,5,Yes,YouTube/Free Resources,1.0,3,Cost,Online Self-paced,Data/AI & Machine Learning,Self-Research,No,No,3,No,4,3,Yes,3,Yes,0.29,0.59,0.175,0.833,Unknown,0.675
R08848,31,Female,Nigeria,High School/Diploma,Full-time Employed,Manufacturing,Entry-level,7,₦8-15M,0.0,4,Yes,0-20%,4,No,None,1.2,4,Lack of Awareness,Hybrid,Digital Marketing,Employer,No,No,4,No,4,4,Yes,9,No,0.63,0.406,0.262,1.803,Complacent High Earner,0.662
R08849,40,Male,Brazil,PhD,Full-time Employed,Healthcare,Mid-level,18,R$150-300K,0.0,4,Yes,61-80%,3,Yes,edX,1.9,3,Lack of Awareness,Online Self-paced,Project Management,News/Media,No,No,3,Yes,2,4,Yes,1,No,0.81,0.603,0.175,1.223,Complacent High Earner,0.508
R08850,40,Female,Singapore,Below High School,Full-time Employed,Education,Entry-level,15,>S$250K,3.0,3,No,61-80%,2,No,None,2.0,5,Time,On-the-job Training,Cloud Computing,Employer,Yes,Yes,3,No,2,4,No,7,No,0.41,0.48,0.825,1.531,Complacent High Earner,0.583
R08851,47,Female,USA,High School/Diploma,Full-time Employed,Logistics/Supply Chain,Manager/Director,26,$120-200K,1.0,3,Yes,41-60%,2,No,LinkedIn Learning,1.1,3,Time,Online Instructor-led,UX/UI Design,Social Media,Yes,Unsure,4,No,2,2,No,3,No,0.65,0.342,0.762,0.71,Complacent High Earner,0.475
R08852,31,Female,Australia,High School/Diploma,Full-time Employed,Construction/Real Estate,Mid-level,10,A$100-160K,3.0,3,Yes,21-40%,2,Yes,Company Internal LMS,2.3,4,Time,On-the-job Training,UX/UI Design,Government Campaign,No,No,2,Yes,3,5,No,4,No,0.59,0.672,0.088,1.466,Complacent High Earner,0.646
R08853,20,Female,India,Bachelor's,Full-time Employed,Government/Public Sector,Entry-level,0,,0.0,3,No,41-60%,3,Yes,Udemy,7.9,5,Family Responsibilities,Peer Learning/Mentorship,Data/AI & Machine Learning,Peers/Network,Yes,Yes,4,No,4,3,No,3,No,0.35,0.818,0.912,0.604,Unknown,0.85
R08854,37,Female,UK,Bachelor's,Part-time Employed,Financial Services,Mid-level,14,£50-80K,3.0,2,Yes,81-100%,3,No,None,0.0,4,Lack of Awareness,Online Instructor-led,None,Peers/Network,Yes,No,3,No,4,3,No,6,No,0.67,0.188,0.525,2.525,Complacent High Earner,0.712
R08855,49,Female,India,Bachelor's,Full-time Employed,Education,Senior,28,₹6-12L,3.0,4,No,21-40%,4,No,None,0.0,4,Time,Online Instructor-led,None,Government Campaign,No,No,4,Yes,4,4,No,7,No,0.39,0.188,0.262,3.788,At-Risk Low Earner,0.696
R08856,20,Female,USA,PhD,Student,Education,Entry-level,0,$120-200K,2.0,4,Yes,41-60%,4,Yes,University/College Program,3.1,3,Cost,Online Self-paced,Project Management,Peers/Network,No,No,2,Yes,4,4,No,4,No,0.75,0.621,0.088,1.189,Complacent High Earner,0.658
R08857,46,Male,UK,High School/Diploma,Self-employed/Freelancer,Agriculture,Senior,24,£15-30K,2.0,3,No,41-60%,4,Yes,YouTube/Free Resources,1.9,4,Cost,Online Self-paced,Data/AI & Machine Learning,Government Campaign,No,Unsure,3,Yes,4,3,Yes,5,Yes,0.35,0.666,0.325,0.74,At-Risk Low Earner,0.729
R08858,36,Male,Germany,High School/Diploma,Full-time Employed,Financial Services,Executive/C-suite,10,€65-100K,3.0,3,No,21-40%,3,No,None,0.0,3,Time,Online Self-paced,None,Peers/Network,Yes,Yes,3,No,3,3,Yes,4,Yes,0.29,0.125,0.825,3.704,Complacent High Earner,0.558
R08859,37,Female,Brazil,Bachelor's,Full-time Employed,Construction/Real Estate,Senior,12,<R$20K,2.0,3,Yes,61-80%,4,Yes,YouTube/Free Resources,1.0,4,Cost,Peer Learning/Mentorship,Data/AI & Machine Learning,News/Media,No,Yes,3,No,4,4,Yes,6,No,0.71,0.653,0.475,1.131,At-Risk Low Earner,0.712
R08860,37,Female,Philippines,Bachelor's,Self-employed/Freelancer,Technology/IT,Manager/Director,15,,1.0,2,Yes,0-20%,3,No,None,0.0,4,Cost,Online Self-paced,None,None,No,No,3,No,2,3,No,8,No,0.43,0.188,0.175,2.525,Unknown,0.479
R08861,38,Non-Binary,USA,Bachelor's,Full-time Employed,Healthcare,Mid-level,16,<$25K,3.0,3,Yes,61-80%,2,No,None,0.0,4,Employer Doesn't Support,Hybrid,None,Employer,Yes,No,5,No,3,3,No,3,Yes,0.71,0.188,0.7,2.525,At-Risk Low Earner,0.662
R08862,31,Male,Philippines,Bachelor's,Part-time Employed,Manufacturing,Mid-level,11,₱700K-1.5M,1.0,5,No,61-80%,2,No,None,0.0,5,Family Responsibilities,Peer Learning/Mentorship,None,Government Campaign,No,Unsure,2,No,5,3,Yes,4,No,0.61,0.25,0.238,1.923,Complacent High Earner,0.933
R08863,37,Male,South Africa,Master's,Student,Technology/IT,Entry-level,12,>R1.2M,2.0,4,No,61-80%,5,No,Company Internal LMS,1.0,3,Cost,Online Self-paced,Cloud Computing,News/Media,No,Unsure,1,Yes,2,4,No,2,No,0.51,0.34,0.15,2.143,Complacent High Earner,0.492
R08864,27,Male,Germany,Bachelor's,Full-time Employed,Technology/IT,Senior,5,€40-65K,0.0,2,No,41-60%,5,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,News/Media,Yes,Unsure,4,No,3,3,Yes,6,Yes,0.25,0.188,0.762,2.525,At-Risk Low Earner,0.612
R08865,34,Male,India,Bachelor's,Full-time Employed,Government/Public Sector,Mid-level,12,₹6-12L,2.0,3,No,0-20%,3,Yes,Udemy,7.8,1,Time,On-the-job Training,Digital Marketing,Social Media,No,Yes,2,No,2,2,Yes,4,No,0.23,0.567,0.387,0.433,Striving Upskiller,0.283
R08866,22,Male,Australia,Master's,Self-employed/Freelancer,Agriculture,Mid-level,0,A$60-100K,2.0,4,No,61-80%,4,No,None,0.0,3,Time,On-the-job Training,None,Peers/Network,No,No,2,Yes,3,4,No,3,No,0.51,0.125,0.088,5.556,At-Risk Low Earner,0.575
R08867,37,Female,USA,Master's,Self-employed/Freelancer,Education,Senior,14,$75-120K,2.0,3,No,21-40%,3,No,Udemy,0.0,4,Cost,In-person Classroom,None,Government Campaign,Yes,Unsure,1,No,2,3,No,4,Yes,0.29,0.188,0.5,2.525,Complacent High Earner,0.546
R08868,46,Female,UK,Master's,Full-time Employed,Healthcare,Manager/Director,26,£50-80K,2.0,1,Yes,41-60%,5,No,None,0.0,4,Cost,Online Instructor-led,None,Social Media,No,Unsure,2,No,2,3,No,5,No,0.45,0.188,0.238,2.525,Complacent High Earner,0.529
R08869,60,Male,Australia,PhD,Full-time Employed,Retail/E-commerce,Manager/Director,39,A$160-250K,3.0,2,No,61-80%,2,No,LinkedIn Learning,0.0,3,Time,Online Instructor-led,None,News/Media,Yes,Yes,3,Yes,2,2,No,6,Yes,0.31,0.125,0.825,1.852,Complacent High Earner,0.425
R08870,41,Female,Germany,Master's,Full-time Employed,Technology/IT,Manager/Director,23,€65-100K,1.0,3,No,21-40%,4,Yes,Coursera,2.7,3,Time,On-the-job Training,Project Management,News/Media,Yes,Yes,4,Yes,3,3,No,2,No,0.29,0.615,0.912,0.8,Complacent High Earner,0.592
R08871,26,Female,India,Master's,Part-time Employed,Retail/E-commerce,Entry-level,3,₹25-50L,1.0,4,No,21-40%,4,Yes,Udemy,3.8,4,Employer Doesn't Support,Online Instructor-led,Cloud Computing,Peers/Network,No,No,2,Yes,4,3,No,2,No,0.39,0.694,0.088,0.71,Complacent High Earner,0.779
R08872,38,Female,USA,Bachelor's,Self-employed/Freelancer,Technology/IT,Manager/Director,15,$120-200K,1.0,3,No,21-40%,3,No,None,2.7,3,Cost,Peer Learning/Mentorship,Cloud Computing,None,Yes,Yes,3,Yes,3,3,No,7,Yes,0.29,0.366,0.825,1.33,Complacent High Earner,0.508
R08873,34,Female,Australia,Bachelor's,Student,Agriculture,Entry-level,14,A$100-160K,1.0,2,Yes,0-20%,4,Yes,Government Program,7.6,3,Time,Online Self-paced,Project Management,Self-Research,No,No,3,Yes,4,2,No,10,No,0.43,0.689,0.175,0.358,Invested High Earner,0.558
R08874,44,Female,USA,Master's,Self-employed/Freelancer,Manufacturing,Mid-level,23,$50-75K,2.0,4,No,21-40%,2,No,None,0.0,4,Time,Online Instructor-led,None,Self-Research,Yes,No,4,Yes,3,4,No,1,No,0.39,0.188,0.612,3.788,At-Risk Low Earner,0.696
R08875,37,Male,Germany,Bachelor's,Full-time Employed,Manufacturing,Senior,12,€40-65K,4.0,3,No,81-100%,3,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,Self-Research,No,No,5,No,1,4,No,4,No,0.47,0.188,0.35,3.788,At-Risk Low Earner,0.446
R08876,36,Female,Germany,High School/Diploma,Full-time Employed,Retail/E-commerce,Manager/Director,16,€65-100K,3.0,2,No,0-20%,3,No,edX,0.0,4,Employer Doesn't Support,Hybrid,None,Social Media,Yes,Unsure,3,No,3,3,No,7,No,0.13,0.188,0.675,2.525,Complacent High Earner,0.596
R08877,31,Female,India,Bachelor's,Unemployed - Not Seeking,Agriculture,Entry-level,10,₹3-6L,2.0,3,Yes,41-60%,2,No,None,0.0,4,Cost,Online Self-paced,None,Peers/Network,No,No,2,Yes,4,3,Yes,4,No,0.65,0.188,0.088,2.525,At-Risk Low Earner,0.746
R08878,27,Male,India,High School/Diploma,Full-time Employed,Technology/IT,Mid-level,6,<₹3L,2.0,3,No,41-60%,4,Yes,YouTube/Free Resources,4.0,5,No Relevant Programs,Online Instructor-led,Cybersecurity,News/Media,No,No,1,No,4,3,No,5,Yes,0.35,0.76,0.0,0.649,At-Risk Low Earner,0.817
R08879,31,Male,Australia,Master's,Self-employed/Freelancer,Healthcare,Manager/Director,9,A$100-160K,2.0,3,Yes,41-60%,3,Yes,LinkedIn Learning,2.6,4,Lack of Awareness,Peer Learning/Mentorship,Project Management,Employer,Yes,No,5,No,4,3,No,7,Yes,0.65,0.676,0.7,0.729,Complacent High Earner,0.696
R08880,38,Male,USA,High School/Diploma,Full-time Employed,Government/Public Sector,Mid-level,18,$75-120K,2.0,3,Yes,41-60%,2,No,None,0.0,4,Cost,Peer Learning/Mentorship,None,Peers/Network,No,No,3,No,4,3,Yes,3,No,0.65,0.188,0.175,2.525,Complacent High Earner,0.762
R08881,20,Male,India,Bachelor's,Full-time Employed,Retail/E-commerce,Senior,0,₹12-25L,0.0,2,No,21-40%,3,No,None,0.0,4,Family Responsibilities,On-the-job Training,None,News/Media,Yes,No,3,Yes,3,1,No,9,Yes,0.19,0.188,0.525,0.0,Complacent High Earner,0.562
R08882,38,Female,India,Bachelor's,Full-time Employed,Agriculture,Senior,11,₹6-12L,0.0,3,No,81-100%,3,No,None,0.0,3,Family Responsibilities,Online Instructor-led,None,Self-Research,No,No,3,No,3,2,No,9,No,0.47,0.125,0.175,1.852,At-Risk Low Earner,0.475
R08883,41,Male,Singapore,Bachelor's,Unemployed - Seeking,Energy/Utilities,Senior,19,S$50-90K,3.0,4,Yes,21-40%,4,Yes,Coursera,3.1,2,No Relevant Programs,On-the-job Training,Cybersecurity,News/Media,No,No,3,No,3,5,No,1,No,0.69,0.559,0.175,1.757,At-Risk Low Earner,0.521
R08884,26,Male,Philippines,High School/Diploma,Full-time Employed,Technology/IT,Mid-level,6,<₱150K,0.0,4,Yes,41-60%,3,Yes,Bootcamp,1.9,5,Employer Doesn't Support,Hybrid,Project Management,News/Media,Yes,No,4,No,5,3,No,4,Yes,0.75,0.728,0.612,0.678,At-Risk Low Earner,0.933
R08885,33,Male,USA,Below High School,Part-time Employed,Technology/IT,Manager/Director,7,>$200K,1.0,4,No,41-60%,3,No,None,0.0,3,Lack of Awareness,In-person Classroom,None,News/Media,Yes,Yes,5,Yes,2,4,Yes,1,No,0.45,0.125,1.0,5.556,Complacent High Earner,0.508
R08886,32,Male,India,Bachelor's,Full-time Employed,Healthcare,Senior,10,₹6-12L,1.0,2,No,21-40%,4,Yes,YouTube/Free Resources,1.6,4,Lack of Awareness,Online Instructor-led,UX/UI Design,Employer,Yes,No,3,Yes,4,3,No,12,No,0.19,0.662,0.525,0.744,At-Risk Low Earner,0.612
R08887,39,Female,UAE,Bachelor's,Unemployed - Not Seeking,Technology/IT,Entry-level,18,AED 240-480K,0.0,3,Yes,0-20%,3,No,None,0.0,3,Cost,Online Self-paced,None,Social Media,No,Yes,3,Yes,3,3,No,2,No,0.53,0.125,0.475,3.704,Complacent High Earner,0.592
R08888,28,Female,UAE,Master's,Student,Media/Entertainment,Entry-level,6,<AED 60K,3.0,4,Yes,41-60%,2,Yes,YouTube/Free Resources,3.1,4,Cost,Online Self-paced,Cybersecurity,Peers/Network,No,No,2,Yes,4,3,Yes,3,No,0.75,0.684,0.088,0.72,At-Risk Low Earner,0.762
R08889,37,Male,India,Master's,Full-time Employed,Agriculture,Entry-level,15,>₹50L,0.0,3,No,0-20%,2,Yes,YouTube/Free Resources,4.5,3,Cost,Hybrid,UX/UI Design,News/Media,Yes,Yes,4,No,2,3,No,1,Yes,0.23,0.643,0.912,0.766,Complacent High Earner,0.508
R08890,30,Non-Binary,South Africa,High School/Diploma,Full-time Employed,Technology/IT,Entry-level,11,R200-400K,3.0,4,No,61-80%,3,Yes,YouTube/Free Resources,5.6,5,Cost,In-person Classroom,Data/AI & Machine Learning,Peers/Network,Yes,Unsure,4,No,3,5,No,2,No,0.51,0.784,0.762,1.259,Striving Upskiller,0.767
R08891,32,Male,India,Bachelor's,Full-time Employed,Agriculture,Entry-level,10,₹6-12L,2.0,2,No,21-40%,2,Yes,Udemy,1.2,3,Family Responsibilities,On-the-job Training,Cybersecurity,None,Yes,No,5,No,3,5,Yes,8,No,0.19,0.593,0.7,1.658,At-Risk Low Earner,0.492
R08892,33,Female,Japan,Master's,Full-time Employed,Retail/E-commerce,Manager/Director,14,¥5-8M,3.0,3,Yes,0-20%,3,No,Udemy,0.0,4,Lack of Awareness,Online Instructor-led,None,Employer,No,Yes,3,No,2,3,No,5,No,0.53,0.188,0.475,2.525,At-Risk Low Earner,0.529
R08893,33,Female,Japan,Master's,Part-time Employed,Financial Services,Senior,13,¥12-20M,0.0,3,Yes,41-60%,3,No,None,2.9,2,Family Responsibilities,In-person Classroom,Data/AI & Machine Learning,Social Media,Yes,Yes,4,No,3,1,No,1,No,0.65,0.306,0.912,0.0,Complacent High Earner,0.521
R08894,33,Male,UK,Bachelor's,Part-time Employed,Education,Senior,14,£30-50K,1.0,4,No,61-80%,1,No,Coursera,0.0,4,Employer Doesn't Support,In-person Classroom,None,None,No,Yes,1,Yes,2,3,No,5,No,0.51,0.188,0.3,2.525,At-Risk Low Earner,0.529
R08895,30,Non-Binary,Japan,Master's,Full-time Employed,Healthcare,Senior,8,¥8-12M,3.0,3,Yes,61-80%,2,Yes,LinkedIn Learning,1.8,4,Cost,Online Self-paced,Cybersecurity,Government Campaign,No,Yes,3,No,3,4,No,6,Yes,0.71,0.665,0.475,1.111,Complacent High Earner,0.612
R08896,31,Female,USA,Bachelor's,Full-time Employed,Education,Senior,7,$75-120K,2.0,3,Yes,0-20%,4,No,Bootcamp,0.0,3,Cost,Peer Learning/Mentorship,None,Self-Research,Yes,No,2,No,3,5,Yes,2,No,0.53,0.125,0.438,7.407,Complacent High Earner,0.592
R08897,38,Non-Binary,UK,Bachelor's,Full-time Employed,Manufacturing,Senior,13,£30-50K,2.0,2,No,0-20%,3,No,None,0.0,4,Employer Doesn't Support,Online Self-paced,None,Employer,No,Yes,2,Yes,3,2,No,9,No,0.13,0.188,0.387,1.263,At-Risk Low Earner,0.562
R08898,49,Male,USA,Bachelor's,Unemployed - Not Seeking,Retail/E-commerce,Entry-level,27,$75-120K,3.0,4,No,81-100%,3,No,None,0.0,2,Cost,Hybrid,None,Government Campaign,No,No,4,No,3,4,No,1,No,0.57,0.062,0.262,10.0,Complacent High Earner,0.521
R08899,24,Female,Germany,Bachelor's,Full-time Employed,Healthcare,Mid-level,3,€40-65K,0.0,3,No,21-40%,3,No,University/College Program,0.6,3,Employer Doesn't Support,Hybrid,Soft Skills/Leadership,Self-Research,Yes,Yes,4,Yes,4,1,No,5,No,0.29,0.334,0.912,0.0,At-Risk Low Earner,0.642
R08900,20,Female,Nigeria,Master's,Unemployed - Seeking,Education,Senior,1,,1.0,3,Yes,41-60%,3,Yes,Company Internal LMS,3.3,3,Cost,On-the-job Training,UX/UI Design,Government Campaign,No,No,3,Yes,3,3,Yes,7,Yes,0.65,0.624,0.175,0.789,Unknown,0.508
R08901,36,Female,Japan,Bachelor's,Full-time Employed,Logistics/Supply Chain,Manager/Director,11,¥8-12M,1.0,3,No,21-40%,5,Yes,Bootcamp,1.0,3,Cost,Online Self-paced,Project Management,Employer,Yes,Unsure,5,No,3,4,No,7,Yes,0.29,0.59,0.85,1.25,Complacent High Earner,0.508
R08902,45,Non-Binary,UK,Bachelor's,Full-time Employed,Technology/IT,Manager/Director,24,£30-50K,1.0,4,Yes,21-40%,4,Yes,edX,2.4,4,Employer Doesn't Support,On-the-job Training,Data/AI & Machine Learning,Employer,Yes,Yes,2,No,3,3,No,4,Yes,0.69,0.674,0.737,0.731,At-Risk Low Earner,0.646
R08903,33,Female,Nigeria,Below High School,Full-time Employed,Government/Public Sector,Mid-level,12,₦1.5-4M,1.0,3,No,61-80%,2,No,None,0.0,4,No Relevant Programs,Hybrid,None,News/Media,Yes,Unsure,3,No,3,3,Yes,4,No,0.41,0.188,0.675,2.525,At-Risk Low Earner,0.646
R08904,37,Female,Philippines,Master's,Full-time Employed,Energy/Utilities,Senior,15,₱350-700K,0.0,3,Yes,41-60%,4,No,None,0.0,3,Lack of Awareness,Hybrid,None,Social Media,No,No,3,No,4,4,No,2,No,0.65,0.125,0.175,5.556,At-Risk Low Earner,0.692
R08905,46,Male,USA,Bachelor's,Full-time Employed,Financial Services,Manager/Director,23,$75-120K,0.0,3,No,21-40%,4,No,Company Internal LMS,0.0,4,Time,Online Self-paced,None,Employer,Yes,No,3,No,2,1,No,3,No,0.29,0.188,0.525,0.0,Complacent High Earner,0.562
R08906,34,Male,Japan,Master's,Full-time Employed,Financial Services,Mid-level,10,¥5-8M,0.0,2,Yes,41-60%,4,No,Udemy,0.0,5,Time,Hybrid,None,Peers/Network,No,Yes,2,Yes,4,3,No,6,No,0.55,0.25,0.387,1.923,At-Risk Low Earner,0.8
R08907,32,Male,Australia,Master's,Full-time Employed,Healthcare,Mid-level,13,A$60-100K,2.0,3,Yes,21-40%,4,No,None,0.0,4,Time,Hybrid,None,Government Campaign,No,Unsure,3,No,3,4,No,2,No,0.59,0.188,0.325,3.788,At-Risk Low Earner,0.679
R08908,39,Male,UAE,Bachelor's,Full-time Employed,Media/Entertainment,Senior,13,AED 240-480K,0.0,2,No,41-60%,4,No,None,1.5,4,Time,Peer Learning/Mentorship,UX/UI Design,News/Media,No,Unsure,3,Yes,3,2,No,8,No,0.25,0.41,0.325,0.595,Complacent High Earner,0.579
R08909,32,Male,Philippines,High School/Diploma,Full-time Employed,Logistics/Supply Chain,Manager/Director,10,₱700K-1.5M,0.0,3,No,41-60%,3,Yes,Udemy,1.7,3,Cost,Online Self-paced,Green/Sustainability Skills,News/Media,No,Unsure,3,No,3,3,No,5,No,0.35,0.6,0.325,0.82,Complacent High Earner,0.542
R08910,33,Male,India,High School/Diploma,Full-time Employed,Education,Manager/Director,12,>₹50L,2.0,3,No,41-60%,2,Yes,Government Program,6.1,3,Lack of Awareness,On-the-job Training,Data/AI & Machine Learning,Government Campaign,No,No,4,No,3,3,No,3,Yes,0.35,0.667,0.262,0.739,Invested High Earner,0.575
R08911,20,Male,South Africa,Master's,Self-employed/Freelancer,Financial Services,Entry-level,0,R200-400K,0.0,3,No,21-40%,3,No,None,0.0,3,Cost,Hybrid,None,Social Media,Yes,No,3,Yes,3,3,Yes,6,No,0.29,0.125,0.525,3.704,At-Risk Low Earner,0.525
R08912,62,Non-Binary,USA,Master's,Unemployed - Seeking,Retail/E-commerce,Mid-level,40,$120-200K,1.0,3,Yes,61-80%,3,Yes,LinkedIn Learning,11.0,5,Family Responsibilities,In-person Classroom,Project Management,News/Media,No,No,2,No,2,3,No,4,No,0.71,0.865,0.088,0.571,Invested High Earner,0.633
R08913,34,Male,USA,Bachelor's,Unemployed - Seeking,Manufacturing,Mid-level,11,$75-120K,1.0,3,Yes,61-80%,3,No,None,0.0,3,Family Responsibilities,On-the-job Training,None,Social Media,No,No,3,No,4,2,Yes,2,No,0.71,0.125,0.175,1.852,Complacent High Earner,0.692
